instance,result,elapsedTime,totalSolveTime,totalTime,nvars,snvars,ncons,sncons,reduceTini
airport15,1000.052632,0.759842,0.399076,1.158918,90243,10403,39109,39109,0
airport13,1001.578947,0.869774,0.334097,1.203871,105556,8788,31561,31561,0
airport17,1.157895,0.770857,0.467577,1.238434,90324,10957,39020,39020,0
airport22,1001.210526,0.754315,0.627482,1.381797,92720,8716,31863,31863,0
airport19,1001.736842,1.096996,0.303350,1.400346,91478,8258,29400,29400,0
airport24,8001.842105,1.173330,0.366607,1.539937,86088,11341,42168,42168,0
airport26,1001.947368,1.061503,0.468141,1.529644,114014,9011,32098,32098,0
airport12,2001.105263,1.000680,0.675197,1.675877,118270,13178,48938,48938,0
airport27,1001.473684,1.356488,0.350148,1.706636,105190,8621,30478,30478,0
airport16,1.997494,0.757365,1.003545,1.760910,91352,8108,28363,28363,0
airport18,1.684211,1.184783,0.640787,1.825570,94218,11065,39665,39665,0
airport1,0.421053,1.109405,0.756048,1.865453,92382,9160,32205,32205,0
airport0,1002.418546,1.467140,0.598782,2.065922,94284,11369,41434,41434,0
airport10,3.431078,1.031278,1.039820,2.071098,109738,8862,31588,31588,0
airport14,1.095238,0.889456,1.122984,2.012440,106464,10483,39704,39704,0
airport11,1.681704,0.945398,1.231108,2.176506,87771,8334,29649,29649,0
airport20,2.776942,1.227959,0.992007,2.219966,104678,8727,30039,30039,0
airport23,1.315789,1.120513,1.362955,2.483468,68535,11103,38231,38231,0
airport25,4.428571,1.150780,1.562292,2.713072,100142,8004,26737,26737,0
airport21,2.052632,1.430855,1.338538,2.769393,92847,13197,48065,48065,0
airport23,1.210526,0.853105,0.544631,1.397736,68555,11123,38257,38257,1
airport13,1001.368421,1.011660,0.585061,1.596721,105584,8816,31603,31603,1
airport27,1001.315789,0.991483,0.500519,1.492002,105216,8647,30517,30517,1
airport0,1002.155388,0.980096,0.696090,1.676186,94318,11403,41483,41483,1
airport24,6001.578947,1.101245,0.495165,1.596410,86118,11371,42209,42209,1
airport17,1.105263,1.298217,0.513916,1.812133,90346,10979,39049,39049,1
airport16,1.892231,1.146731,0.669588,1.816319,91376,8132,28399,28399,1
airport15,1000.000000,1.405524,0.499407,1.904931,90271,10431,39149,39149,1
airport1,0.315790,1.225026,0.584837,1.809863,92410,9188,32245,32245,1
airport19,1001.526316,1.434546,0.427550,1.862096,91506,8286,29442,29442,1
airport11,1.681704,0.920944,1.060841,1.981785,87787,8350,29673,29673,1
airport26,1001.736842,1.299386,0.547945,1.847331,114048,9045,32149,32149,1
airport18,1.473684,1.006089,0.889285,1.895374,94242,11089,39701,39701,1
airport22,1001.157895,1.365213,0.599724,1.964937,92742,8738,31896,31896,1
airport25,4.428571,0.929198,1.121276,2.050474,100156,8018,26758,26758,1
airport20,2.776942,1.281883,1.115960,2.397843,104684,8733,30048,30048,1
airport12,2001.105263,1.696034,0.930754,2.626788,118292,13200,48967,48967,1
airport21,1.736842,1.444949,1.081111,2.526060,92875,13225,48105,48105,1
airport10,3.220551,1.105961,1.945696,3.051657,109768,8892,31633,31633,1
airport14,1.095238,0.962795,2.046438,3.009233,106482,10501,39731,39731,1
airport29,1001.473684,1.311177,0.462115,1.773292,88896,8807,32990,32990,0
airport19,1001.368421,0.985173,0.453258,1.438431,91534,8314,29484,29484,2
airport15,1000.000000,1.016070,0.597284,1.613354,90291,10451,39179,39179,2
airport16,1.786967,0.930004,0.666065,1.596069,91400,8156,28435,28435,2
airport28,1.105263,1.004018,1.140804,2.144822,90967,11385,41273,41273,0
airport1,0.263158,1.056022,0.676172,1.732194,92436,9214,32282,32282,2
airport24,6001.315789,1.087009,0.518340,1.605349,86148,11401,42250,42250,2
airport23,1.157895,0.781255,0.816709,1.597964,68575,11143,38283,38283,2
airport22,1001.105263,1.154021,0.489343,1.643364,92764,8760,31929,31929,2
airport17,2001.105263,1.008690,0.770234,1.778924,90364,10997,39072,39072,2
airport11,1.681704,1.374242,0.697118,2.071360,87803,8366,29697,29697,2
airport13,1001.210526,1.516070,0.456985,1.973055,105612,8844,31645,31645,2
airport27,1001.210526,1.155821,0.806165,1.961986,105242,8673,30556,30556,2
airport18,1.315789,1.254537,0.843246,2.097783,94266,11113,39737,39737,2
airport10,3.010025,1.296929,0.804990,2.101919,109798,8922,31678,31678,2
airport0,1001.997494,1.452534,0.888441,2.340975,94348,11433,41528,41528,2
airport26,1001.578947,1.578869,0.643936,2.222805,114080,9077,32197,32197,2
airport14,1.095238,1.542214,1.180343,2.722557,106500,10519,39758,39758,2
airport20,2.776942,1.155603,1.586411,2.742014,104688,8737,30054,30054,2
airport2,1001.473684,1.067735,0.439317,1.507052,96600,8101,28539,28539,0
airport25,4.428571,1.337583,1.409204,2.746787,100168,8030,26776,26776,2
airport21,1.526316,1.306968,1.572259,2.879227,92903,13253,48145,48145,2
airport12,2001.105263,1.424485,1.799939,3.224424,118308,13216,48989,48989,2
airport30,1001.473684,1.357044,0.496338,1.853382,90874,7825,26937,26937,0
airport28,1.105263,0.961835,1.763160,2.724995,90979,11397,41291,41291,1
airport32,1001.105263,1.000743,0.660915,1.661658,96078,8063,27848,27848,0
airport33,2001.105263,1.433581,0.868241,2.301822,108227,12089,43806,43806,0
airport29,1001.315789,0.905250,0.561914,1.467164,88924,8835,33032,33032,1
airport31,1.681704,0.879836,1.799183,2.679019,83596,7927,27940,27940,0
airport35,1.491228,1.198273,0.793504,1.991777,90631,11494,42259,42259,0
airport34,1.892231,0.911604,1.802341,2.713945,88691,8707,32217,32217,0
airport37,0.333333,1.114669,0.449205,1.563874,109268,8423,28424,28424,0
airport36,1.105263,1.352791,0.742172,2.094963,90347,11459,41430,41430,0
airport38,1.105263,0.880752,0.940598,1.821350,86008,10368,36506,36506,0
airport2,1001.315789,0.974786,0.380857,1.355643,96628,8129,28581,28581,1
airport39,1.421053,1.054771,0.522816,1.577587,102928,11876,43191,43191,0
airport3,1001.526316,1.166891,0.353752,1.520643,100592,8512,30190,30190,0
airport40,1.315789,1.112875,0.486059,1.598934,82609,10752,39154,39154,0
airport28,1.105263,1.103400,1.503694,2.607094,90985,11403,41300,41300,2
airport42,1001.631579,0.890925,0.445867,1.336792,86849,7312,25001,25001,0
airport41,1.681704,0.861713,0.545211,1.406924,57379,6935,22964,22964,0
airport29,1001.210526,1.049860,0.529646,1.579506,88952,8863,33074,33074,2
airport43,1001.315789,0.913598,0.364169,1.277767,87326,7947,28093,28093,0
airport30,1001.368421,1.048935,0.378071,1.427006,90904,7855,26982,26982,1
airport31,1.681704,0.875302,0.612437,1.487739,83606,7937,27955,27955,1
airport32,1001.105263,1.401447,0.397190,1.798637,96102,8087,27884,27884,1
airport34,1.786967,0.883938,0.595898,1.479836,88719,8735,32259,32259,1
airport44,1001.210526,1.323154,0.406458,1.729612,91378,7452,24979,24979,0
airport2,1001.210526,1.310138,0.490401,1.800539,96656,8157,28623,28623,2
airport33,2001.105263,1.306552,0.788450,2.095002,108243,12105,43826,43826,1
airport35,1.438596,1.014604,0.582060,1.596664,90661,11524,42300,42300,1
