5,100,grid10,300,+Inf,300.208342,+Inf,1,+Inf
5,100,grid8,300,+Inf,300.198205,+Inf,1,+Inf
5,100,grid1,300,+Inf,300.239405,+Inf,1,+Inf
5,100,grid5,300,+Inf,300.294702,+Inf,1,+Inf
5,100,grid7,300,+Inf,300.227431,+Inf,1,+Inf
5,100,grid6,300,+Inf,300.262620,+Inf,1,+Inf
5,100,grid16,300,+Inf,300.276426,+Inf,1,+Inf
5,100,metroplex15,300,+Inf,300.388615,+Inf,1,+Inf
5,100,metroplex6,300,+Inf,300.457465,+Inf,1,+Inf
5,100,metroplex13,300,+Inf,300.468093,+Inf,1,+Inf
5,100,metroplex16,300,+Inf,300.477785,+Inf,1,+Inf
5,100,metroplex2,300,+Inf,300.458514,+Inf,1,+Inf
5,100,metroplex4,300,+Inf,300.488609,+Inf,1,+Inf
5,100,metroplex1,300,+Inf,300.502278,+Inf,1,+Inf
5,100,metroplex12,300,+Inf,300.527162,+Inf,1,+Inf
5,100,metroplex3,300,+Inf,300.493890,+Inf,1,+Inf
5,100,metroplex11,300,+Inf,300.555341,+Inf,1,+Inf
5,100,metroplex0,300,+Inf,300.469767,+Inf,1,+Inf
5,100,metroplex14,300,+Inf,300.536103,+Inf,1,+Inf
5,100,metroplex9,300,+Inf,300.470789,+Inf,1,+Inf
5,100,metroplex19,300,+Inf,300.485523,+Inf,1,+Inf
5,100,metroplex8,300,+Inf,300.497020,+Inf,1,+Inf
5,100,metroplex5,300,+Inf,300.515563,+Inf,1,+Inf
5,100,metroplex18,300,+Inf,300.560414,+Inf,1,+Inf
5,100,metroplex17,300,+Inf,300.581633,+Inf,1,+Inf
5,100,metroplex7,300,+Inf,300.563143,+Inf,1,+Inf
5,100,metroplex10,300,+Inf,300.660281,+Inf,1,+Inf
5,100,grid9,300,7407,601.133746,300.269844,2,1
5,100,grid11,300,7619,601.295738,300.305146,2,1
5,100,grid4,300,7060,601.348843,300.281567,2,1
5,100,grid19,300,7755,601.347728,300.391320,2,1
5,100,grid17,300,7462,601.384189,300.355324,2,1
5,100,grid18,300,7091,601.469971,300.341924,2,1
5,100,grid14,300,6731,901.967665,300.246943,3,1
5,100,grid3,300,6784,902.307887,300.273016,3,1
5,100,grid15,300,7200,902.319493,300.254023,3,1
5,100,grid12,300,7746,902.464051,300.314572,3,1
5,100,grid2,300,8039,902.663165,300.324990,3,1
5,100,airport9,300,16919,915.456324,611.536543,3,2
5,100,airport5,300,18009,915.736309,611.525189,3,2
5,100,grid0,300,7724,1204.686527,300.329568,4,1
5,100,grid13,300,6782,1204.736512,300.249205,4,1
5,100,airport7,300,19089,1222.709039,611.827154,4,2
5,100,airport18,300,17769,1222.882637,611.190774,4,2
5,100,airport19,300,15800,1526.133994,610.048425,5,2
5,100,airport0,300,16101,1527.291586,610.659718,5,2
5,100,airport16,300,18657,1529.871302,610.827020,5,2
5,100,airport15,300,17645,1835.305927,610.634400,6,2
5,100,airport13,300,19807,1838.027631,1532.648160,6,5
5,100,airport4,300,17263,1838.244978,611.399922,6,2
5,100,airport2,300,17901,2140.647887,609.948820,7,2
5,100,airport14,300,17973,2142.143290,611.421399,7,2
5,100,airport11,300,16764,2142.449012,610.848066,7,2
5,100,airport17,300,16595,2143.038876,611.304798,7,2
5,100,airport1,300,15276,2143.469742,610.341201,7,2
5,100,airport6,300,17958,2144.061102,611.307612,7,2
5,100,airport10,300,20232,2147.736078,611.919342,7,2
5,100,airport3,300,18281,2147.814436,611.148133,7,2
5,100,airport12,300,20922,2149.721092,612.312381,7,2
5,100,airport8,300,18504,2453.107976,611.348174,8,2
