airport19,1001.526316,0.646640,0.210747,0.857387,13158,13104,30620,30620,0
airport24,8001.842105,0.639637,0.262342,0.901979,16308,16035,43930,43930,0
airport17,1.157895,0.668063,0.288154,0.956217,15428,15141,40952,40952,0
airport13,1001.368421,0.744867,0.233271,0.978138,14052,13992,32777,32777,0
airport22,1001.000000,0.649269,0.273144,0.922413,14000,13940,32963,32963,0
airport11,1.310777,0.616459,0.391202,1.007661,13242,13178,30771,30771,0
airport15,1000.052632,0.650691,0.324294,0.974985,15831,15737,40593,40593,0
airport1,0.421053,0.669828,0.307851,0.977679,13382,13285,33755,33755,0
airport16,1.626566,0.643921,0.395106,1.039027,12832,12774,29575,29575,0
airport27,1001.263158,0.737454,0.271574,1.009028,13686,13624,31710,31710,0
airport23,1.315789,0.523759,0.495730,1.019489,15066,14483,40191,40191,0
airport26,1001.736842,0.819029,0.285788,1.104817,14384,14326,33508,33508,0
airport14,1.095238,0.749666,0.517975,1.267641,17110,17040,40980,40980,0
airport12,2000.894737,0.881083,0.349828,1.230911,19050,18740,51242,51242,0
airport0,1002.418546,0.703263,0.601669,1.304932,16184,15910,43458,43458,0
airport20,2.406015,0.738415,0.579712,1.318127,13690,13608,31331,31331,0
airport25,4.428571,0.702956,0.666364,1.369320,12446,12374,28207,28207,0
airport18,1.684211,0.699894,0.724863,1.424757,15598,15312,41613,41613,0
airport10,3.060150,0.778406,0.763162,1.541568,14170,14110,33026,33026,0
airport21,2.052632,0.714468,0.814339,1.528807,18426,17826,50399,50399,0
airport29,1001.263158,0.622185,0.257054,0.879239,14328,14276,34030,34030,0
airport2,1001.263158,0.676937,0.229639,0.906576,12878,12822,29709,29709,0
airport28,1.105263,0.673803,1.036696,1.710499,16188,15895,43093,43093,0
airport30,1001.263158,0.647306,0.220130,0.867436,12314,12262,28261,28261,0
airport32,1000.894737,0.686906,0.233274,0.920180,12684,12624,29076,29076,0
airport31,1.310777,0.595583,0.440497,1.036080,12536,12468,28972,28972,0
airport34,1.521303,0.638715,0.492119,1.130834,14084,14032,33377,33377,0
airport33,2000.894737,0.820871,0.364178,1.185049,17164,16856,45898,45898,0
airport0,1002.155388,0.722742,0.379369,1.102111,16218,15944,43507,43507,1
airport16,1.521303,0.662018,0.365000,1.027018,12856,12798,29611,29611,1
airport24,6001.578947,0.666529,0.286825,0.953354,16338,16065,43971,43971,1
airport13,1001.157895,0.767093,0.268064,1.035157,14080,14020,32819,32819,1
airport11,1.310777,0.639179,0.463694,1.102873,13258,13194,30795,30795,1
airport1,0.315790,0.684042,0.351876,1.035918,13410,13313,33795,33795,1
airport23,1.210526,0.536079,0.488466,1.024545,15086,14503,40217,40217,1
airport19,1001.315789,0.673364,0.365350,1.038714,13186,13132,30662,30662,1
airport27,1001.105263,0.766978,0.282625,1.049603,13712,13650,31749,31749,1
airport17,1.105263,0.689629,0.389394,1.079023,15450,15163,40981,40981,1
airport40,1.315789,0.631752,0.288609,0.920361,15298,15024,40824,40824,0
airport22,1000.947368,0.670708,0.383267,1.053975,14022,13962,32996,32996,1
airport41,1.310777,0.425621,0.320584,0.746205,9763,9683,24068,24068,0
