airport19,+Inf,0.502002,0.180623,0.682625,15835,14828,42556,42556,0
airport25,+Inf,0.267747,0.041744,0.309491,6643,6595,16437,16437,0
airport27,+Inf,0.623313,0.055091,0.678404,10075,10037,23363,23363,0
airport11,+Inf,0.657711,0.110996,0.768707,14291,14021,38716,38716,0
airport13,+Inf,0.554278,0.199946,0.754224,13967,13400,38595,38595,0
airport14,+Inf,0.437757,0.067641,0.505398,11576,11517,30255,30255,0
airport20,+Inf,0.387337,0.126028,0.513365,9985,9751,26558,26558,0
airport15,1.210526,0.306920,0.569295,0.876215,9643,9433,25788,25788,0
airport16,1.049786,0.584940,0.325401,0.910341,12739,12486,34370,34370,0
airport21,0.631579,0.352052,0.139400,0.491452,8519,8489,19898,19898,0
airport18,+Inf,0.587443,0.063826,0.651269,9599,9537,24457,24457,0
airport0,+Inf,0.677871,0.166663,0.844534,15819,15232,44033,44033,0
airport17,1.210526,0.711998,0.467408,1.179406,13117,13028,33697,33697,0
airport24,+Inf,0.693713,0.495926,1.189639,15621,15355,42716,42716,0
airport10,+Inf,0.890690,0.079769,0.970459,14571,14470,37590,37590,0
airport12,+Inf,1.038895,0.189459,1.228354,19563,19267,54169,54169,0
airport1,2.728319,0.693119,1.170878,1.863997,15473,14889,42865,42865,0
airport2,1.157895,0.408095,0.110031,0.518126,7921,7897,18090,18090,0
airport29,+Inf,0.621765,0.418682,1.040447,19368,17742,51254,51254,0
airport28,+Inf,0.354700,0.033623,0.388323,6943,6923,15837,15837,0
airport30,+Inf,0.388561,0.215819,0.604380,10177,9956,27185,27185,0
airport32,0.947368,0.422689,0.119778,0.542467,8305,8271,18885,18885,0
airport31,+Inf,0.623993,0.100742,0.724735,13659,13401,37112,37112,0
airport34,+Inf,0.458463,0.065852,0.524315,9359,9333,22342,22342,0
airport40,+Inf,0.361592,0.059068,0.420660,9575,9353,25132,25132,0
airport33,+Inf,0.686334,0.081861,0.768195,14471,14205,39322,39322,0
airport27,+Inf,0.552233,0.060810,0.613043,10105,10067,23408,23408,1
airport38,+Inf,0.350597,0.228996,0.579593,13067,11523,30412,30412,0
airport41,+Inf,0.493629,0.138010,0.631639,10557,10322,27999,27999,0
airport19,+Inf,0.516955,0.182537,0.699492,15865,14858,42595,42595,1
airport13,+Inf,0.570241,0.183714,0.753955,13993,13426,38630,38630,1
airport25,+Inf,0.274499,0.044132,0.318631,6667,6619,16471,16471,1
airport20,+Inf,0.397659,0.129009,0.526668,10007,9773,26589,26589,1
airport11,+Inf,0.679094,0.133226,0.812320,14315,14045,38750,38750,1
airport18,+Inf,0.581517,0.059803,0.641320,9635,9573,24509,24509,1
airport16,1.207680,0.603642,0.368349,0.971991,12769,12516,34413,34413,1
airport15,0.894737,0.318504,0.522980,0.841484,9669,9459,25825,25825,1
airport0,+Inf,0.840423,0.199327,1.039750,15855,15268,44081,44081,1
airport14,+Inf,0.450299,0.069154,0.519453,11604,11545,30297,30297,1
airport21,0.842105,0.361173,0.126477,0.487650,8545,8515,19937,19937,1
airport39,+Inf,0.858388,0.133977,0.992365,17517,16935,49055,49055,0
airport17,0.894737,0.734298,0.430646,1.164944,13145,13056,33737,33737,1
airport3,0.631579,0.772697,0.313852,1.086549,13169,13115,30630,30630,0
airport24,+Inf,0.772315,0.518759,1.291074,15653,15387,42762,42762,1
airport43,+Inf,0.311842,0.069793,0.381635,9411,9194,24935,24935,0
airport37,1.157895,0.761253,0.398549,1.159802,12772,12682,32797,32797,0
