airport23,1.105263,0.530313,0.217655,0.747968,11806,11752,27200,27200,0
airport22,1001.000000,0.647804,0.266725,0.914529,14000,13940,32963,32963,0
airport26,1001.736842,0.811994,0.297621,1.109615,14384,14326,33508,33508,0
airport19,1001.526316,0.647712,0.203086,0.850798,13158,13104,30620,30620,0
airport27,1001.263158,0.736248,0.247808,0.984056,13686,13624,31710,31710,0
airport13,1001.368421,0.740987,0.221350,0.962337,14052,13992,32777,32777,0
airport11,1.310777,0.618671,0.382758,1.001429,13242,13178,30771,30771,0
airport15,1000.052632,0.655563,0.257692,0.913255,14446,14392,34167,34167,0
airport16,1.626566,0.644395,0.388220,1.032615,12832,12774,29575,29575,0
airport24,8001.842105,0.646473,0.200118,0.846591,13688,13636,32189,32189,0
airport21,1.842105,0.715559,0.246563,0.962122,14700,14642,34665,34665,0
airport14,1.095238,0.752788,0.518963,1.271751,17110,17040,40980,40980,0
airport25,4.428571,0.705065,0.678534,1.383599,12446,12374,28207,28207,0
airport18,1.473684,0.708451,0.306696,1.015147,13468,13406,31111,31111,0
airport17,0.947368,0.672402,0.328819,1.001221,12678,12616,28920,28920,0
airport20,2.406015,0.740977,0.583054,1.324031,13690,13608,31331,31331,0
airport0,1002.047619,0.716640,0.436661,1.153301,14120,14068,33091,33091,0
airport12,2000.894737,0.877428,0.307967,1.185395,16718,16644,39340,39340,0
airport1,0.210526,0.677398,0.221569,0.898967,12570,12514,28823,28823,0
airport10,3.060150,0.776699,0.765496,1.542195,14170,14110,33026,33026,0
airport2,1001.263158,0.694802,0.233287,0.928089,12878,12822,29709,29709,0
airport29,1001.263158,0.643378,0.276728,0.920106,14328,14276,34030,34030,0
airport28,0.894737,0.699414,0.734438,1.433852,13634,13562,31571,31571,0
airport30,1001.263158,0.660637,0.194029,0.854666,12314,12262,28261,28261,0
airport23,1.000000,0.545300,0.255760,0.801060,11826,11772,27230,27230,1
airport32,1000.894737,0.694888,0.236889,0.931777,12684,12624,29076,29076,0
airport42,1001.421053,0.632102,0.202064,0.834166,11462,11408,26155,26155,0
airport22,1000.947368,0.672919,0.372360,1.045279,14022,13962,32996,32996,1
airport26,1001.526316,0.834198,0.216883,1.051081,14418,14360,33559,33559,1
airport31,1.310777,0.606783,0.452958,1.059741,12536,12468,28972,28972,0
airport40,1.105263,0.640827,0.246894,0.887721,13282,13224,31117,31117,0
airport34,1.521303,0.641170,0.493342,1.134512,14084,14032,33377,33377,0
airport38,0.894737,0.670234,0.330354,1.000588,11960,11898,27245,27245,0
airport27,1001.105263,0.762844,0.271876,1.034720,13712,13650,31749,31749,1
airport13,1001.157895,0.760875,0.261875,1.022750,14080,14020,32819,32819,1
airport19,1001.315789,0.664579,0.358355,1.022934,13186,13132,30662,30662,1
airport15,1000.000000,0.668392,0.262772,0.931164,14474,14420,34209,34209,1
airport11,1.310777,0.637943,0.445369,1.083312,13258,13194,30795,30795,1
airport16,1.521303,0.663843,0.347497,1.011340,12856,12798,29611,29611,1
airport21,1.526316,0.736707,0.282888,1.019595,14728,14670,34707,34707,1
airport43,1001.105263,0.633560,0.210589,0.844149,12602,12552,29263,29263,0
airport18,1.263158,0.728351,0.483497,1.211848,13492,13430,31147,31147,1
airport0,1001.784461,0.850041,0.286688,1.136729,14154,14102,33142,33142,1
airport24,6001.578947,0.668745,0.218356,0.887101,13718,13666,32234,32234,1
airport20,2.406015,0.765261,0.590669,1.355930,13696,13614,31340,31340,1
airport33,2000.894737,0.833164,0.697641,1.530805,14894,14818,34609,34609,0
airport25,4.428571,0.722888,0.738206,1.461094,12460,12388,28228,28228,1
airport3,1001.315789,0.735829,0.242829,0.978658,13526,13470,31476,31476,0
airport39,1.210526,0.835849,0.251592,1.087441,15056,14996,35325,35325,0
airport17,0.894737,0.800865,0.360364,1.161229,12700,12638,28953,28953,1
airport1,0.105263,0.698074,0.241200,0.939274,12598,12542,28865,28865,1
airport14,1.095238,0.774758,0.702672,1.477430,17128,17058,41007,41007,1
airport35,1.280702,0.705820,0.301311,1.007131,14926,14872,35423,35423,0
airport37,0.333333,0.804011,0.378526,1.182537,13128,13058,29896,29896,0
airport36,0.894737,0.700348,0.276231,0.976579,13718,13650,31746,31746,0
airport44,1001.000000,0.746113,0.213054,0.959167,11578,11520,26179,26179,0
airport10,2.849624,0.802339,0.757511,1.559850,14200,14140,33071,33071,1
airport46,0.894737,0.869067,0.299525,1.168592,15842,15764,36985,36985,0
airport12,2000.894737,0.992564,0.719977,1.712541,16740,16666,39373,39373,1
airport45,0.989975,0.732341,0.622968,1.355309,13084,13010,29833,29833,0
airport47,1.576441,0.743830,0.384149,1.127979,14742,14686,35067,35067,0
airport2,1001.105263,0.695575,0.235012,0.930587,12906,12850,29751,29751,1
airport4,1001.000000,0.730711,0.328267,1.058978,13638,13578,31469,31469,0
airport29,1001.105263,0.638717,0.258187,0.896904,14356,14304,34072,34072,1
airport28,0.894737,0.701441,0.667294,1.368735,13646,13574,31589,31589,1
airport49,1.050125,0.760147,0.400437,1.160584,13290,13230,30621,30621,0
airport48,2.000000,0.610508,0.540895,1.151403,14656,14606,35299,35299,0
airport51,1.578947,0.728390,0.222777,0.951167,13036,12982,30047,30047,0
airport52,1.631579,0.671003,0.215182,0.886185,11726,11674,26843,26843,0
airport55,4000.894737,0.635982,0.181073,0.817055,11166,11118,25428,25428,0
airport30,1001.157895,0.668995,0.219917,0.888912,12344,12292,28306,28306,1
airport53,1.095238,0.774089,0.253655,1.027744,14142,14082,33029,33029,0
airport32,1000.894737,0.713537,0.308730,1.022267,12708,12648,29112,29112,1
airport42,1001.263158,0.644379,0.204817,0.849196,11488,11434,26194,26194,1
airport54,2000.894737,0.618451,0.261505,0.879956,12150,12086,27893,27893,0
airport31,1.310777,0.626792,0.415786,1.042578,12546,12478,28987,28987,1
airport50,0.894737,0.875525,0.776958,1.652483,15782,15700,36743,36743,0
airport56,1000.894737,0.825221,0.316428,1.141649,15092,15022,35346,35346,0
airport34,1.416040,0.718842,0.475281,1.194123,14112,14060,33419,33419,1
airport40,1.000000,0.674164,0.272003,0.946167,13304,13246,31150,31150,1
airport58,2000.894737,0.688503,0.369124,1.057627,12156,12092,27832,27832,0
airport38,0.894737,0.704196,0.456822,1.161018,11980,11918,27275,27275,1
airport33,2000.894737,0.896593,0.318934,1.215527,14910,14834,34633,34633,1
airport43,1001.000000,0.747436,0.239057,0.986493,12632,12582,29308,29308,1
airport61,1000.947368,0.618563,0.245427,0.863990,11738,11682,26938,26938,0
airport3,1001.105263,0.785941,0.262138,1.048079,13556,13500,31521,31521,1
airport57,1001.842105,1.100545,0.245951,1.346496,14664,14604,34080,34080,0
airport35,1.228070,0.810932,0.382084,1.193016,14956,14902,35468,35468,1
