instance,result,elapsedTime,totalSolveTime,totalTime,nvars,snvars,ncons,sncons,reduceTini
airport11,1.681704,0.732659,0.538366,1.271025,13242,13178,39337,39337,0
airport19,1001.736842,0.748812,0.420661,1.169473,13158,13104,39092,39092,0
airport27,1001.473684,0.933675,0.380753,1.314428,13686,13624,40484,40484,0
airport13,1001.578947,1.041793,0.506083,1.547876,14052,13992,41969,41969,0
airport26,1001.947368,0.917708,0.434393,1.352101,14384,14326,42728,42728,0
airport10,3.431078,0.884959,0.691164,1.576123,14170,14110,42084,42084,0
airport16,1.997494,1.089268,0.735748,1.825016,12832,12774,37695,37695,0
airport20,2.776942,0.845158,0.946543,1.791701,13690,13608,39801,39801,0
airport22,1001.210526,0.959648,0.970953,1.930601,14000,13940,42311,42311,0
airport14,1.095238,1.306391,0.929548,2.235939,17110,17040,52818,52818,0
airport25,4.428571,1.082217,2.059065,3.141282,12446,12374,35477,35477,0
airport29,1001.473684,0.894165,0.421807,1.315972,14328,14276,43928,43928,0
airport2,1001.473684,0.902364,0.533006,1.435370,12878,12822,37981,37981,0
airport30,1001.473684,1.225112,0.542491,1.767603,12314,12262,35811,35811,0
airport32,1001.105263,0.778406,0.477478,1.255884,12684,12624,36970,36970,0
airport34,1.892231,0.905239,0.682421,1.587660,14084,14032,42867,42867,0
airport31,1.681704,0.671317,1.425075,2.096392,12536,12468,37022,37022,0
airport3,1001.526316,0.839139,0.337493,1.176632,13526,13470,40106,40106,0
airport37,0.333333,0.887345,0.562186,1.449531,13128,13058,37694,37694,0
airport42,1001.631579,0.712853,0.434080,1.146933,11462,11408,33193,33193,0
airport43,1001.315789,0.894770,0.297514,1.192284,12602,12552,37303,37303,0
airport44,1001.210526,1.011257,0.312077,1.323334,11578,11520,33115,33115,0
airport47,1.842105,0.913627,0.522582,1.436209,14742,14686,45105,45105,0
airport4,1001.210526,0.854970,0.541069,1.396039,13638,13578,40101,40101,0
airport49,1.315789,1.568673,0.440702,2.009375,13290,13230,38901,38901,0
airport11,1.681704,0.862605,0.690805,1.553410,13258,13194,39361,39361,1
airport22,1001.157895,0.931955,0.545978,1.477933,14022,13962,42344,42344,1
airport27,1001.315789,1.041615,0.410781,1.452396,13712,13650,40523,40523,1
airport19,1001.526316,1.011109,0.505163,1.516272,13186,13132,39134,39134,1
airport20,2.776942,1.017543,0.796493,1.814036,13696,13614,39810,39810,1
airport53,1.095238,1.525770,0.353477,1.879247,14142,14082,42211,42211,0
airport13,1001.368421,1.560820,0.651418,2.212238,14080,14020,42011,42011,1
airport16,1.892231,1.329369,0.889202,2.218571,12856,12798,37731,37731,1
airport25,4.428571,1.308768,1.066723,2.375491,12460,12388,35498,35498,1
airport26,1001.736842,1.712867,0.772574,2.485441,14418,14360,42779,42779,1
airport14,1.095238,1.279580,1.341616,2.621196,17128,17058,52845,52845,1
airport56,1001.105263,1.196804,0.662400,1.859204,15092,15022,45254,45254,0
airport5,1.681704,1.218855,0.747780,1.966635,12532,12468,36410,36410,0
airport10,3.220551,1.643615,1.984791,3.628406,14200,14140,42129,42129,1
airport57,1002.052632,1.688807,0.754838,2.443645,14664,14604,43350,43350,0
airport61,1001.157895,1.239962,0.549970,1.789932,11738,11682,34368,34368,0
airport62,1001.473684,1.212655,0.446958,1.659613,13062,13012,39038,39038,0
airport66,1002.105263,1.382156,0.288995,1.671151,12596,12540,36483,36483,0
