instance,result,elapsedTime,totalSolveTime,totalTime,nvars,snvars,ncons,sncons,reduceTini
airport21,0.631579,0.785565,0.160523,0.946088,8519,8489,25576,25576,0
airport27,+Inf,0.910636,0.061313,0.971949,10075,10037,29903,29903,0
airport28,+Inf,0.414613,0.083277,0.497890,6943,6923,20139,20139,0
airport2,1.157895,0.536943,0.159814,0.696757,7921,7897,23062,23062,0
airport32,0.947368,0.470624,0.252814,0.723438,8305,8271,24033,24033,0
airport34,+Inf,0.471381,0.069521,0.540902,9359,9333,28770,28770,0
airport3,0.631579,0.849630,0.311643,1.161273,13169,13115,38976,38976,0
airport44,1.105263,0.678005,0.213401,0.891406,9937,9893,28571,28571,0
airport21,0.842105,0.421310,0.173717,0.595027,8545,8515,25615,25615,1
airport51,1.526316,1.242975,0.276608,1.519583,12567,12517,36980,36980,0
airport27,+Inf,0.962428,0.075380,1.037808,10105,10067,29948,29948,1
airport55,+Inf,1.459590,0.130724,1.590314,10915,10869,31465,31465,0
airport53,+Inf,1.530541,0.087778,1.618319,13415,13365,40345,40345,0
airport28,+Inf,0.670292,0.088554,0.758846,6977,6957,20190,20190,1
airport57,1.473684,0.750502,0.196333,0.946835,9611,9579,28182,28182,0
airport61,+Inf,0.669123,0.078956,0.748079,9499,9467,28111,28111,0
airport5,2.189025,1.020368,0.353872,1.374240,9745,9707,28591,28591,0
airport63,2.094756,1.121040,0.373306,1.494346,10677,10627,30721,30721,0
airport66,+Inf,1.428994,0.146351,1.575345,11937,11891,34740,34740,0
airport65,1.285714,1.155460,0.355843,1.511303,10073,10043,30027,30027,0
airport2,1.210526,0.941178,0.242009,1.183187,7955,7931,23113,23113,1
airport72,0.789474,0.584858,0.151962,0.736820,6325,6303,18116,18116,0
airport32,0.656640,0.862586,0.168470,1.031056,8333,8299,24075,24075,1
airport21,0.631579,0.829645,0.275683,1.105328,8571,8541,25654,25654,2
airport34,+Inf,0.678582,0.119686,0.798268,9387,9361,28812,28812,1
airport74,1.210526,0.910300,0.221032,1.131332,7843,7811,22502,22502,0
airport27,+Inf,1.144313,0.129153,1.273466,10137,10099,29996,29996,2
airport3,0.421053,1.683884,0.538480,2.222364,13199,13145,39021,39021,1
airport81,0.842105,0.761853,0.272293,1.034146,7775,7741,22479,22479,0
airport28,+Inf,0.731845,0.059129,0.790974,7015,6995,20247,20247,2
airport44,0.789474,1.194411,0.364149,1.558560,9965,9921,28613,28613,1
airport79,1.000000,1.168124,0.456517,1.624641,15163,15111,46848,46848,0
airport2,1.263158,0.949525,0.193200,1.142725,7993,7969,23170,23170,2
airport51,1.115176,1.736638,0.468469,2.205107,12601,12551,37031,37031,1
airport8,2.992481,1.274262,0.400560,1.674822,9815,9779,28677,28677,0
airport55,+Inf,1.462731,0.130358,1.593089,10947,10901,31513,31513,1
airport32,0.842105,0.949961,0.295014,1.244975,8361,8327,24117,24117,2
airport90,0.789474,1.663288,0.489318,2.152606,12495,12441,36454,36454,0
airport53,+Inf,1.381091,0.171473,1.552564,13445,13395,40390,40390,1
airport91,+Inf,0.775008,0.084205,0.859213,7797,7773,22976,22976,0
airport57,1.894737,1.210772,0.214405,1.425177,9647,9615,28236,28236,1
airport61,+Inf,1.046814,0.124564,1.171378,9529,9497,28156,28156,1
airport34,+Inf,0.881099,0.118548,0.999647,9417,9391,28857,28857,2
airport87,+Inf,0.752562,0.122347,0.874909,9161,9141,28868,28868,0
airport63,1.778966,1.417809,0.396135,1.813944,10701,10651,30757,30757,1
airport3,0.210526,1.656055,0.595790,2.251845,13229,13175,39066,39066,2
airport5,2.241657,1.073124,0.530202,1.603326,9775,9737,28636,28636,1
airport44,0.894737,1.268965,0.381148,1.650113,9995,9951,28658,28658,2
airport66,+Inf,1.765766,0.139757,1.905523,11975,11929,34797,34797,1
airport65,1.022556,1.077467,0.291079,1.368546,10109,10079,30081,30081,1
airport72,1.315789,0.625989,0.199087,0.825076,6353,6331,18158,18158,1
airport51,1.263158,1.273751,0.441554,1.715305,12635,12585,37082,37082,2
airport55,+Inf,1.036064,0.138564,1.174628,10979,10933,31561,31561,2
airport74,0.988324,0.927203,0.375349,1.302552,7867,7835,22538,22538,1
airport53,+Inf,1.133607,0.127712,1.261319,13479,13429,40441,40441,2
airport81,1.000000,0.711550,0.266095,0.977645,7795,7761,22509,22509,1
airport57,1.842105,1.288253,0.211683,1.499936,9685,9653,28293,28293,2
airport5,2.294288,0.738883,0.478058,1.216941,9805,9767,28681,28681,2
airport63,1.884229,0.740500,0.500309,1.240809,10727,10677,30796,30796,2
airport61,+Inf,0.874178,0.119654,0.993832,9563,9531,28207,28207,2
