instance,result,elapsedTime,totalSolveTime,totalTime,nvars,snvars,ncons,sncons,reduceTini
airport15,1000.052632,0.689477,0.489499,1.178976,90243,9933,39109,39109,0
airport13,1001.578947,0.759866,0.469905,1.229771,105556,8315,31561,31561,0
airport17,1.157895,0.667780,0.571637,1.239417,90324,10467,39020,39020,0
airport0,1002.418546,0.703013,0.732591,1.435604,94284,10883,41434,41434,0
airport18,1.684211,0.697002,0.755838,1.452840,94218,10570,39665,39665,0
airport16,1.997494,0.658104,0.824409,1.482513,91352,7652,28363,28363,0
airport11,1.681704,0.629522,0.861563,1.491085,87771,7883,29649,29649,0
airport10,3.431078,0.789535,0.837174,1.626709,109738,8392,31588,31588,0
airport12,2001.105263,0.873205,0.992979,1.866184,118270,12651,48938,48938,0
airport14,1.095238,0.769916,1.295544,2.065460,106464,10041,39704,39704,0
airport19,1001.736842,0.657861,0.617682,1.275543,91478,7801,29400,29400,0
airport1,0.421053,0.676320,0.557803,1.234123,92382,8688,32205,32205,0
airport20,2.776942,0.752151,1.021529,1.773680,104678,8272,30039,30039,0
airport15,1000.000000,0.656871,0.491297,1.148168,90271,9961,39149,39149,1
airport13,1001.368421,0.760464,0.470250,1.230714,105584,8343,31603,31603,1
airport17,1.105263,0.764151,0.510957,1.275108,90346,10489,39049,39049,1
airport0,1002.155388,0.703076,0.738972,1.442048,94318,10917,41483,41483,1
airport18,1.473684,0.699663,0.787198,1.486861,94242,10594,39701,39701,1
airport16,1.892231,0.659693,0.836906,1.496599,91376,7676,28399,28399,1
airport11,1.681704,0.634512,0.873994,1.508506,87787,7899,29673,29673,1
airport22,1001.210526,0.670696,0.797281,1.467977,92720,8260,31863,31863,0
airport23,1.315789,0.517814,0.471141,0.988955,68535,10602,38231,38231,0
airport24,8001.842105,0.646986,0.414454,1.061440,86088,10876,42168,42168,0
airport21,2.052632,0.699151,1.066322,1.765473,92847,12665,48065,48065,0
airport10,3.220551,0.790636,0.972693,1.763329,109768,8422,31633,31633,1
airport12,2001.105263,0.879426,0.951372,1.830798,118292,12673,48967,48967,1
airport14,1.095238,0.769909,1.220771,1.990680,106482,10059,39731,39731,1
airport26,1001.947368,0.898690,0.642570,1.541260,114014,8525,32098,32098,0
airport25,4.428571,0.716213,0.936587,1.652800,100142,7578,26737,26737,0
airport27,1001.473684,0.752965,0.449934,1.202899,105190,8148,30478,30478,0
