instance,result,elapsedTime,totalSolveTime,totalTime,nvars,snvars,ncons,sncons,reduceTini
airport13,+Inf,0.546934,0.176777,0.723711,63129,10099,36607,36607,0
airport18,+Inf,0.489173,0.049798,0.538971,61743,6497,23353,23353,0
airport15,1.210526,0.315135,0.638555,0.953690,36386,6818,24774,24774,0
airport0,+Inf,0.669811,0.173644,0.843455,81483,11220,41639,41639,0
airport11,+Inf,0.662677,0.118643,0.781320,83228,9711,36808,36808,0
airport14,+Inf,0.447860,0.066392,0.514252,53945,7415,29295,29295,0
airport16,1.049786,0.589204,0.516891,1.106095,74232,8888,32630,32630,0
airport10,+Inf,0.891840,0.080049,0.971889,109429,9412,35642,35642,0
airport17,1.210526,0.722388,1.087623,1.810011,90025,8521,32053,32053,0
airport12,+Inf,1.047878,0.181675,1.229553,122918,12880,51493,51493,0
airport19,+Inf,0.498180,0.187982,0.686162,57143,11520,40484,40484,0
airport20,+Inf,0.385270,0.245261,0.630531,47154,7235,25270,25270,0
airport13,+Inf,0.550784,0.178845,0.729629,63155,10125,36642,36642,1
airport18,+Inf,0.489473,0.057636,0.547109,61779,6533,23405,23405,1
airport15,0.894737,0.310426,0.852540,1.162966,36412,6844,24811,24811,1
airport21,0.631579,0.409093,0.173151,0.582244,47691,5202,19408,19408,0
airport0,+Inf,0.663839,0.198847,0.862686,81519,11256,41687,41687,1
airport11,+Inf,0.661289,0.123453,0.784742,83252,9735,36842,36842,1
airport1,2.728319,0.680318,1.330484,2.010802,84311,11006,40547,40547,0
airport14,+Inf,0.446366,0.080099,0.526465,53973,7443,29337,29337,1
airport16,1.207680,0.594534,0.466779,1.061313,74262,8918,32673,32673,1
airport10,+Inf,0.895710,0.080299,0.976009,109459,9442,35685,35685,1
airport25,+Inf,0.268628,0.053149,0.321777,35695,4684,15775,15775,0
airport24,+Inf,0.703961,0.608958,1.312919,84297,10491,40848,40848,0
airport17,0.894737,0.785645,1.067167,1.852812,90053,8549,32093,32093,1
airport12,+Inf,1.046146,0.190866,1.237012,122950,12912,51539,51539,1
airport27,+Inf,0.636180,0.054029,0.690209,71850,6121,22639,22639,0
airport28,+Inf,0.364952,0.047498,0.412450,44716,4335,15337,15337,0
airport2,1.157895,0.421748,0.148711,0.570459,54106,4837,17436,17436,0
airport13,+Inf,0.554801,0.188720,0.743521,63187,10157,36686,36686,2
airport15,1.024878,0.320354,0.585458,0.905812,36444,6876,24857,24857,2
airport18,+Inf,0.496531,0.048148,0.544679,61815,6569,23457,23457,2
airport0,+Inf,0.679250,0.197241,0.876491,81555,11292,41735,41735,2
