3,100,airport16,600,11917,611.425439,306.121134,2,1
3,100,airport18,600,13166,611.771529,306.200079,2,1
3,100,airport6,600,12202,611.593708,306.345628,2,1
3,100,airport3,600,13426,611.819503,306.224092,2,1
3,100,grid14,600,7561,1205.423712,603.099653,2,1
3,100,grid13,600,8613,1205.650203,602.891239,2,1
3,100,grid6,600,9448,1205.701441,603.093266,2,1
3,100,grid9,600,9737,1205.871180,602.959185,2,1
3,100,grid7,600,7791,1206.064878,603.220748,2,1
3,100,grid1,600,8402,1206.421934,603.089550,2,1
3,100,airport17,600,13319,1211.019552,606.215149,2,1
3,100,airport13,600,10767,1211.212745,606.263444,2,1
3,100,airport2,600,13703,1211.172725,606.295985,2,1
3,100,airport0,600,12982,1211.496501,606.103707,2,1
3,100,airport1,600,13103,1211.422152,606.236058,2,1
3,100,airport11,600,10842,1211.558509,606.167438,2,1
3,100,airport12,600,13596,1211.533314,606.262131,2,1
3,100,airport9,600,13095,1211.401359,606.201865,2,1
3,100,airport14,600,11349,1211.554523,606.095055,2,1
3,100,airport4,600,12565,1211.515801,606.532151,2,1
3,100,airport7,600,13380,1211.354493,606.280479,2,1
3,100,airport8,600,12171,1211.482536,606.491662,2,1
3,100,airport19,600,14009,1211.755727,606.629793,2,1
3,100,metroplex2,600,8026,1211.552759,606.699782,2,1
3,100,airport15,600,12797,1212.023676,606.438901,2,1
3,100,airport5,600,12990,1211.882604,606.605525,2,1
3,100,airport18,600,12880,1212.079000,606.167886,2,1
3,100,metroplex9,600,10644,1211.943502,606.823355,2,1
3,100,airport6,600,11844,1212.267725,606.393648,2,1
3,100,airport3,600,13388,1212.645590,607.374088,2,1
3,100,metroplex6,600,13156,1213.267368,608.349435,2,1
3,100,metroplex15,600,10793,1213.370267,608.190508,2,1
3,100,grid8,600,9408,1807.692955,1205.507012,3,2
3,100,grid16,600,9318,1808.267821,602.913318,3,1
3,100,airport10,600,11610,4860.885164,1521.198086,16,5
3,100,grid10,600,8074,6039.834052,605.104369,20,2
3,100,grid3,600,8393,6039.841836,2720.030940,20,9
3,100,grid0,600,8906,6945.280954,3625.298462,23,12
3,100,grid15,600,8060,8455.289570,5135.812255,28,17
3,100,grid2,600,7679,8427.246390,1807.492758,14,3
3,100,grid4,600,7664,9028.921323,2409.375932,15,4
3,100,grid11,600,7383,9029.669536,2409.952209,15,4
3,100,grid0,600,8449,9029.782957,2409.334029,15,4
3,100,grid10,600,7998,9631.069475,1205.482257,16,2
3,100,grid15,600,8043,9631.592265,3011.656702,16,5
3,100,grid12,600,8123,9631.750179,3011.600480,16,5
3,100,grid3,600,8477,10232.895403,3613.236186,17,6
3,100,grid17,600,8362,10234.063704,3614.312842,17,6
3,100,airport10,600,11194,10262.532779,3625.584591,17,6
3,100,grid18,600,8430,10834.875259,4215.102053,18,7
3,100,grid19,600,8898,10834.925554,602.978628,18,1
3,100,grid5,600,7203,11436.561113,4817.171359,19,8
3,100,airport16,600,10668,11470.259896,4833.489442,19,8
