instance,result,elapsedTime,totalSolveTime,totalTime,nvars,snvars,ncons,sncons,reduceTini
airport24,8001.842105,0.712532,0.526506,1.239038,16308,16035,51718,51718,0
airport17,1.157895,0.713877,0.576124,1.290001,15428,15141,47558,47558,0
airport15,1000.052632,0.711581,0.650578,1.362159,15831,15737,49857,49857,0
airport19,1001.736842,0.708907,0.652755,1.361662,13158,13104,39092,39092,0
airport1,0.421053,0.729021,0.658461,1.387482,13382,13285,40537,40537,0
airport23,1.315789,0.561632,0.886910,1.448542,15066,14483,45209,45209,0
airport27,1001.473684,0.803740,0.686723,1.490463,13686,13624,40484,40484,0
airport13,1001.578947,0.819391,0.676899,1.496290,14052,13992,41969,41969,0
airport10,3.431078,0.850590,0.924628,1.775218,14170,14110,42084,42084,0
airport18,1.684211,0.766794,0.939624,1.706418,15598,15312,48327,48327,0
airport16,1.997494,0.689154,1.119120,1.808274,12832,12774,37695,37695,0
airport26,1001.947368,0.985915,0.773793,1.759708,14384,14326,42728,42728,0
airport0,1002.418546,0.941449,0.997500,1.938949,16184,15910,50680,50680,0
airport11,1.681704,0.662616,1.249698,1.912314,13242,13178,39337,39337,0
airport22,1001.210526,0.710425,1.097553,1.807978,14000,13940,42311,42311,0
airport21,2.052632,0.769415,1.168679,1.938094,18426,17826,57567,57567,0
airport20,2.776942,0.801362,1.190082,1.991444,13690,13608,39801,39801,0
airport12,2001.105263,0.974734,1.154368,2.129102,19050,18740,60254,60254,0
airport25,4.428571,0.768998,1.396327,2.165325,12446,12374,35477,35477,0
airport14,1.095238,0.824278,1.492596,2.316874,17110,17040,52818,52818,0
airport29,1001.473684,0.691742,0.726135,1.417877,14328,14276,43928,43928,0
airport28,1.105263,0.735333,1.403684,2.139017,16188,15895,50455,50455,0
airport2,1001.473684,0.751625,0.770779,1.522404,12878,12822,37981,37981,0
airport23,1.210526,0.712669,0.643791,1.356460,15086,14503,45235,45235,1
airport22,1001.157895,0.759635,0.603288,1.362923,14022,13962,42344,42344,1
airport1,0.315790,0.765892,0.688542,1.454434,13410,13313,40577,40577,1
airport19,1001.526316,0.718832,0.821884,1.540716,13186,13132,39134,39134,1
airport24,6001.578947,0.972777,0.550070,1.522847,16338,16065,51759,51759,1
airport26,1001.736842,1.146279,0.853869,2.000148,14418,14360,42779,42779,1
airport32,1001.105263,1.348664,0.552881,1.901545,12684,12624,36970,36970,0
airport15,1000.000000,1.401203,0.691513,2.092716,15859,15765,49897,49897,1
airport13,1001.368421,1.504795,0.599329,2.104124,14080,14020,42011,42011,1
airport18,1.473684,1.121887,0.988331,2.110218,15622,15336,48363,48363,1
airport30,1001.473684,1.361973,0.708389,2.070362,12314,12262,35811,35811,0
airport27,1001.315789,1.471815,0.611754,2.083569,13712,13650,40523,40523,1
airport12,2001.105263,1.213961,1.197100,2.411061,19072,18762,60283,60283,1
airport34,1.892231,0.747174,1.244703,1.991877,14084,14032,42867,42867,0
airport31,1.681704,1.142630,1.266726,2.409356,12536,12468,37022,37022,0
airport17,1.105263,1.377544,1.113537,2.491081,15450,15163,47587,47587,1
airport33,2001.105263,0.938335,1.286258,2.224593,17164,16856,53524,53524,0
airport11,1.681704,1.282480,1.368209,2.650689,13258,13194,39361,39361,1
airport16,1.892231,1.376076,1.357259,2.733335,12856,12798,37731,37731,1
airport21,1.736842,1.255605,1.429096,2.684701,18454,17854,57607,57607,1
airport10,3.220551,1.448101,1.304789,2.752890,14200,14140,42129,42129,1
airport14,1.095238,0.957147,1.933327,2.890474,17128,17058,52845,52845,1
airport20,2.776942,1.646764,1.246025,2.892789,13696,13614,39810,39810,1
airport39,1.421053,0.886275,0.620892,1.507167,16884,16598,52807,52807,0
airport36,1.105263,1.219502,1.222750,2.442252,16270,15981,50636,50636,0
airport35,1.491228,1.082203,1.603972,2.686175,16476,16197,51835,51835,0
airport3,1001.526316,0.844324,0.905545,1.749869,13526,13470,40106,40106,0
airport0,1002.155388,1.432630,2.062027,3.494657,16218,15944,50729,50729,1
airport38,1.105263,1.137062,1.055027,2.192089,14442,14161,44250,44250,0
airport25,4.428571,1.455751,2.330347,3.786098,12460,12388,35498,35498,1
airport37,0.333333,0.920213,1.530985,2.451198,13128,13058,37694,37694,0
airport42,1001.631579,0.770188,0.850981,1.621169,11462,11408,33193,33193,0
airport40,1.315789,1.318067,0.949350,2.267417,15298,15024,47850,47850,0
airport41,1.681704,0.893606,1.029217,1.922823,9763,9683,28524,28524,0
airport44,1001.210526,0.849565,0.863370,1.712935,11578,11520,33115,33115,0
airport43,1001.315789,1.362719,0.656847,2.019566,12602,12552,37303,37303,0
airport23,1.157895,0.703603,0.725120,1.428723,15106,14523,45261,45261,2
airport22,1001.105263,1.178767,0.632066,1.810833,14044,13984,42377,42377,2
airport1,0.263158,0.945106,1.036215,1.981321,13436,13339,40614,40614,2
airport15,1000.000000,1.393199,0.690462,2.083661,15879,15785,49927,49927,2
airport19,1001.368421,1.194852,1.012583,2.207435,13214,13160,39176,39176,2
airport17,2001.105263,1.222731,1.023540,2.246271,15468,15181,47610,47610,2
airport27,1001.210526,1.338102,0.864047,2.202149,13738,13676,40562,40562,2
airport45,1.200501,1.247940,1.533480,2.781420,15742,15448,48418,48418,0
airport24,6001.315789,1.400755,0.861963,2.262718,16368,16095,51800,51800,2
airport18,1.315789,1.098125,1.346549,2.444674,15646,15360,48399,48399,2
airport21,1.526316,1.050114,1.402321,2.452435,18482,17882,57647,57647,2
airport13,1001.210526,1.624645,1.090323,2.714968,14108,14048,42053,42053,2
airport29,1001.315789,1.030256,1.387547,2.417803,14356,14304,43970,43970,1
airport26,1001.578947,0.948332,1.709141,2.657473,14450,14392,42827,42827,2
airport10,3.010025,1.451659,1.472673,2.924332,14230,14170,42174,42174,2
airport16,1.786967,1.456388,1.413224,2.869612,12880,12822,37767,37767,2
airport0,1001.997494,1.556501,1.432289,2.988790,16248,15974,50774,50774,2
airport2,1001.315789,1.370448,0.899659,2.270107,12906,12850,38023,38023,1
airport11,1.681704,1.315995,1.854635,3.170630,13274,13210,39385,39385,2
airport12,2001.105263,1.865683,1.315012,3.180695,19088,18778,60305,60305,2
airport25,4.428571,1.606364,1.567334,3.173698,12472,12400,35516,35516,2
