instance,result,elapsedTime,totalSolveTime,totalTime,nvars,snvars,ncons,sncons,reduceTini
airport27,+Inf,0.544238,0.054553,0.598791,71850,6121,22639,22639,0
airport19,+Inf,0.489712,0.180652,0.670364,57143,11520,40484,40484,0
airport25,+Inf,0.271099,0.054497,0.325596,35695,4684,15775,15775,0
airport18,+Inf,0.490874,0.038742,0.529616,61743,6497,23353,23353,0
airport13,+Inf,0.550142,0.164752,0.714894,63129,10099,36607,36607,0
airport15,1.210526,0.311160,0.640721,0.951881,36386,6818,24774,24774,0
airport0,+Inf,0.670502,0.168473,0.838975,81483,11220,41639,41639,0
airport11,+Inf,0.659121,0.128712,0.787833,83228,9711,36808,36808,0
airport24,+Inf,0.698569,0.616349,1.314918,84297,10491,40848,40848,0
airport21,0.631579,0.365948,0.196753,0.562701,47691,5202,19408,19408,0
airport20,+Inf,0.386003,0.240941,0.626944,47154,7235,25270,25270,0
airport10,+Inf,0.891478,0.066607,0.958085,109429,9412,35642,35642,0
airport14,+Inf,0.442741,0.068673,0.511414,53945,7415,29295,29295,0
airport16,1.049786,0.587854,0.514675,1.102529,74232,8888,32630,32630,0
airport17,1.210526,0.720420,1.085827,1.806247,90025,8521,32053,32053,0
airport12,+Inf,1.055653,0.180963,1.236616,122918,12880,51493,51493,0
airport1,2.728319,0.680053,1.326567,2.006620,84311,11006,40547,40547,0
airport28,+Inf,0.374340,0.059904,0.434244,44716,4335,15337,15337,0
airport2,1.157895,0.431361,0.141664,0.573025,54106,4837,17436,17436,0
airport25,+Inf,0.284953,0.045389,0.330342,35719,4708,15809,15809,1
airport19,+Inf,0.511074,0.168868,0.679942,57173,11550,40523,40523,1
airport27,+Inf,0.560305,0.051471,0.611776,71880,6151,22684,22684,1
airport13,+Inf,0.625711,0.175329,0.801040,63155,10125,36642,36642,1
airport18,+Inf,0.502800,0.060706,0.563506,61779,6533,23405,23405,1
airport15,0.894737,0.320287,0.866583,1.186870,36412,6844,24811,24811,1
airport21,0.842105,0.377136,0.178083,0.555219,47717,5228,19447,19447,1
airport11,+Inf,0.685560,0.126825,0.812385,83252,9735,36842,36842,1
airport24,+Inf,0.722830,0.698606,1.421436,84329,10523,40894,40894,1
airport0,+Inf,0.696052,0.195388,0.891440,81519,11256,41687,41687,1
airport14,+Inf,0.467540,0.059141,0.526681,53973,7443,29337,29337,1
airport30,+Inf,0.394699,0.248590,0.643289,47212,7226,25845,25845,0
airport20,+Inf,0.398573,0.248975,0.647548,47176,7257,25301,25301,1
airport29,+Inf,0.624998,0.426678,1.051676,72385,14004,48726,48726,0
airport32,0.947368,0.447539,0.169312,0.616851,56789,5076,18181,18181,0
airport16,1.207680,0.605260,0.478357,1.083617,74262,8918,32673,32673,1
airport10,+Inf,0.922926,0.086158,1.009084,109459,9442,35685,35685,1
airport1,2.359898,0.703473,0.853297,1.556770,84341,11036,40590,40590,1
airport17,0.894737,0.736185,1.122224,1.858409,90053,8549,32093,32093,1
airport31,+Inf,0.630211,0.102159,0.732370,72793,9348,35342,35342,0
airport12,+Inf,1.094053,0.195515,1.289568,122950,12912,51539,51539,1
airport34,+Inf,0.437563,0.046270,0.483833,49707,5589,21758,21758,0
airport33,+Inf,0.705620,0.097550,0.803170,82964,9906,37586,37586,0
airport35,+Inf,0.820828,0.119675,0.940503,93524,11110,43419,43419,0
airport40,+Inf,0.454460,0.061696,0.516156,45750,6899,24160,24160,0
airport38,+Inf,0.351196,0.225894,0.577090,36682,9975,28788,28788,0
airport39,+Inf,0.799319,0.151926,0.951245,92907,12257,46509,46509,0
airport41,+Inf,0.526603,0.130774,0.657377,56359,7610,26543,26543,0
airport36,+Inf,0.856016,0.412922,1.268938,95780,9555,36791,36791,0
airport37,1.157895,0.806615,0.521890,1.328505,94152,8382,31165,31165,0
airport3,0.631579,0.836794,0.655223,1.492017,102293,7873,29352,29352,0
airport43,+Inf,0.310398,0.059409,0.369807,38789,6570,23843,23843,0
airport15,1.024878,0.320568,0.606257,0.926825,36444,6876,24857,24857,2
airport27,+Inf,0.563586,0.077756,0.641342,71912,6183,22732,22732,2
airport24,+Inf,0.774244,0.649804,1.424048,84359,10553,40937,40937,2
airport44,1.105263,0.625853,0.242183,0.868036,80422,6014,21557,21557,0
airport28,+Inf,0.399926,0.060838,0.460764,44750,4369,15388,15388,1
airport18,+Inf,0.503572,0.049054,0.552626,61815,6569,23457,23457,2
airport13,+Inf,0.575119,0.192312,0.767431,63187,10157,36686,36686,2
airport19,+Inf,0.509180,0.225608,0.734788,57203,11580,40562,40562,2
airport11,+Inf,0.687730,0.174923,0.862653,83278,9761,36879,36879,2
airport0,+Inf,0.692169,0.196017,0.888186,81555,11292,41735,41735,2
airport21,0.631579,0.447076,0.227826,0.674902,47743,5254,19486,19486,2
airport17,1.000000,0.737995,1.041529,1.779524,90083,8579,32136,32136,2
airport20,+Inf,0.431555,0.269852,0.701407,47202,7283,25338,25338,2
airport25,+Inf,0.279640,0.046992,0.326632,35745,4734,15846,15846,2
airport14,+Inf,0.462945,0.064127,0.527072,54003,7473,29382,29382,2
airport1,2.465161,0.710432,1.216832,1.927264,84375,11070,40639,40639,2
airport10,+Inf,0.927989,0.075025,1.003014,109489,9472,35728,35728,2
airport16,1.365575,0.607490,0.993217,1.600707,74296,8952,32722,32722,2
airport2,1.210526,0.438829,0.145831,0.584660,54140,4871,17487,17487,1
airport29,+Inf,0.633171,0.412278,1.045449,72413,14032,48764,48764,1
airport45,+Inf,0.568351,0.245541,0.813892,65781,6791,24635,24635,0
airport12,+Inf,1.352341,0.201636,1.553977,122982,12944,51585,51585,2
airport30,+Inf,0.405598,0.226333,0.631931,47244,7258,25891,25891,1
airport47,+Inf,0.423023,0.253342,0.676365,37479,7885,26367,26367,0
airport48,+Inf,0.450547,0.252425,0.702972,47714,9780,36329,36329,0
airport32,0.656640,0.479491,0.180921,0.660412,56817,5104,18223,18223,1
airport31,+Inf,0.641548,0.110344,0.751892,72817,9372,35376,35376,1
airport49,+Inf,0.697812,0.151294,0.849106,67086,8182,29812,29812,0
airport4,+Inf,0.374167,0.128233,0.502400,42745,7865,25601,25601,0
airport28,+Inf,0.406171,0.062727,0.468898,44788,4407,15445,15445,2
airport34,+Inf,0.662719,0.050057,0.712776,49735,5617,21800,21800,1
airport41,+Inf,0.460157,0.128808,0.588965,56391,7642,26587,26587,1
airport40,+Inf,0.360281,0.090164,0.450445,45780,6929,24203,24203,1
airport35,+Inf,0.771096,0.100851,0.871947,93556,11142,43461,43461,1
airport33,+Inf,0.755454,0.079120,0.834574,82994,9936,37629,37629,1
airport38,+Inf,0.331217,0.208867,0.540084,36708,10001,28819,28819,1
airport29,+Inf,0.618150,0.428536,1.046686,72443,14062,48805,48805,2
airport52,+Inf,0.496652,0.170570,0.667222,62674,7811,28181,28181,0
airport51,1.526316,0.802310,0.300681,1.102991,102510,7484,27782,27782,0
airport36,+Inf,0.779443,0.410412,1.189855,95806,9581,36828,36828,1
airport43,+Inf,0.313021,0.081325,0.394346,38817,6598,23881,23881,1
airport39,+Inf,0.820814,0.127136,0.947950,92949,12299,46566,46566,1
airport3,0.421053,0.814379,0.421860,1.236239,102323,7903,29397,29397,1
airport55,+Inf,0.693949,0.057490,0.751439,88915,6538,23631,23631,0
airport54,+Inf,0.699858,0.083380,0.783238,81014,9979,38062,38062,0
airport50,2.092732,0.468650,0.494698,0.963348,58365,6623,24269,24269,0
airport2,1.263158,0.435544,0.153979,0.589523,54178,4909,17544,17544,2
airport53,+Inf,0.799275,0.058749,0.858024,97629,7971,30385,30385,0
airport37,1.607547,0.764818,0.653228,1.418046,94184,8414,31209,31209,1
airport56,+Inf,0.446495,0.042112,0.488607,56721,5980,21282,21282,0
airport30,+Inf,0.394538,0.271972,0.666510,47280,7294,25943,25943,2
airport58,+Inf,0.365157,0.060582,0.425739,43357,6636,22870,22870,0
airport44,0.789474,0.630399,0.251373,0.881772,80450,6042,21599,21599,1
airport57,1.473684,0.622802,0.201308,0.824110,71946,5894,21318,21318,0
airport61,+Inf,0.584807,0.051253,0.636060,63982,5701,21203,21203,0
airport45,+Inf,0.559096,0.247317,0.806413,65807,6817,24672,24672,1
airport32,0.842105,0.460275,0.178326,0.638601,56845,5132,18265,18265,2
airport5,2.189025,0.553365,0.342209,0.895574,68123,5861,21535,21535,0
airport47,+Inf,0.339006,0.230247,0.569253,37507,7913,26405,26405,1
airport31,+Inf,0.626878,0.091586,0.718464,72845,9400,35416,35416,2
airport62,+Inf,0.839650,0.441256,1.280906,72306,17257,53869,53869,0
airport63,2.094756,0.664860,0.436188,1.101048,84169,6404,23111,23111,0
airport59,2.413995,0.367657,0.329273,0.696930,45219,5128,17646,17646,0
airport34,+Inf,0.425654,0.062139,0.487793,49765,5647,21845,21845,2
airport35,+Inf,0.771400,0.131285,0.902685,93588,11174,43505,43505,2
airport60,+Inf,0.476929,0.072293,0.549222,56845,7499,29104,29104,0
airport41,+Inf,0.459760,0.138436,0.598196,56421,7672,26628,26628,2
airport36,4.152882,0.782241,0.658001,1.440242,95832,9607,36865,36865,2
airport48,+Inf,0.423463,0.222954,0.646417,47742,9808,36367,36367,1
airport33,+Inf,0.665528,0.123771,0.789299,83026,9968,37675,37675,2
airport40,+Inf,0.359798,0.097773,0.457571,45810,6959,24246,24246,2
airport64,1.349042,0.342363,0.246513,0.588876,41613,6770,23687,23687,0
airport43,+Inf,0.313223,0.111073,0.424296,38847,6628,23922,23922,2
airport38,+Inf,0.332507,0.263414,0.595921,36738,10031,28856,28856,2
