instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed,reduceTini
airport19,+Inf,0.475245,0.045650,0.520895,10855,6469,17516,17516,0
airport18,+Inf,0.465354,0.029681,0.495035,8827,5447,13951,13951,0
airport27,+Inf,0.508162,0.056692,0.564854,10075,6121,16099,16099,0
airport13,+Inf,0.540891,0.037107,0.577998,10107,6147,16174,16174,0
airport15,1.210526,0.299094,0.088210,0.387304,7849,4744,12857,12857,0
airport11,+Inf,0.633566,0.054116,0.687682,12177,7225,19403,19403,0
airport21,0.631579,0.339112,0.120363,0.459475,8519,5202,13730,13730,0
airport24,+Inf,0.669633,0.071990,0.741623,13381,7883,21695,21695,0
airport14,+Inf,0.416462,0.037871,0.454333,10367,6165,16981,16981,0
airport16,1.049786,0.574118,0.225106,0.799224,10659,6457,16855,16855,0
airport0,+Inf,0.652238,0.044155,0.696393,12361,7382,19861,19861,0
airport17,1.210526,0.681170,0.224297,0.905467,11865,7145,18775,18775,0
airport1,2.728319,0.705364,0.190332,0.895696,11641,6992,18422,18422,0
airport25,+Inf,0.265605,0.034237,0.299842,5639,3592,8683,8683,0
airport10,+Inf,0.868857,0.049219,0.918076,13733,8216,21933,21933,0
airport20,+Inf,0.385097,0.027932,0.413029,7469,4695,11676,11676,0
airport2,1.157895,0.400286,0.082792,0.483078,7921,4837,12464,12464,0
airport12,+Inf,1.019426,0.062528,1.081954,16577,9763,26896,26896,0
airport29,+Inf,0.591960,0.062167,0.654127,13339,7767,21611,21611,0
airport30,+Inf,0.381158,0.030020,0.411178,7807,4801,12310,12310,0
airport28,+Inf,0.344582,0.038258,0.382840,6943,4335,11035,11035,0
airport32,0.947368,0.403044,0.098606,0.501650,8305,5076,13033,13033,0
airport34,+Inf,0.390339,0.032288,0.422627,9359,5589,15330,15330,0
airport31,+Inf,0.595655,0.041176,0.636831,11067,6653,17703,17703,0
airport38,+Inf,0.307539,0.021860,0.329399,6111,3875,9481,9481,0
airport40,+Inf,0.346657,0.037401,0.384058,7239,4512,11367,11367,0
airport19,+Inf,0.490845,0.036590,0.527435,10885,6499,17561,17561,1
airport33,+Inf,0.650586,0.051125,0.701711,12287,7381,19758,19758,0
airport35,+Inf,0.738036,0.048216,0.786252,14507,8572,23580,23580,0
airport18,+Inf,0.481069,0.032819,0.513888,8863,5483,14005,14005,1
airport27,+Inf,0.614534,0.037722,0.652256,10105,6151,16144,16144,1
airport43,+Inf,0.324576,0.024369,0.348945,6927,4221,10999,10999,0
airport15,0.894737,0.303346,0.095362,0.398708,7875,4770,12896,12896,1
airport13,+Inf,0.640082,0.049969,0.690051,10133,6173,16213,16213,1
airport36,+Inf,0.736468,0.050448,0.786916,13607,8138,21791,21791,0
airport21,0.842105,0.345352,0.105725,0.451077,8545,5228,13769,13769,1
airport25,+Inf,0.269771,0.023123,0.292894,5663,3616,8719,8719,1
airport11,+Inf,0.654603,0.045664,0.700267,12201,7249,19439,19439,1
airport20,+Inf,0.394035,0.028845,0.422880,7491,4717,11709,11709,1
airport39,+Inf,0.740760,0.060262,0.801022,14009,8316,22668,22668,0
airport37,1.157895,0.725252,0.148860,0.874112,11659,7076,18478,18478,0
airport24,+Inf,0.687724,0.062647,0.750371,13413,7915,21743,21743,1
airport14,+Inf,0.426995,0.044323,0.471318,10395,6193,17023,17023,1
airport3,0.631579,0.737964,0.202210,0.940174,13169,7873,21006,21006,0
airport16,1.207680,0.584944,0.153812,0.738756,10689,6487,16900,16900,1
airport44,1.105263,0.587359,0.131120,0.718479,9937,6014,15533,15533,0
airport0,+Inf,0.666694,0.046410,0.713104,12397,7418,19915,19915,1
airport17,0.894737,0.697802,0.161771,0.859573,11893,7173,18817,18817,1
airport47,+Inf,0.391111,0.027120,0.418231,6825,4289,10855,10855,0
airport45,+Inf,0.515127,0.034660,0.549787,9309,5708,14723,14723,0
airport1,2.359898,0.681776,0.225059,0.906835,11671,7022,18467,18467,1
airport12,+Inf,1.026227,0.074424,1.100651,16609,9795,26944,26944,1
airport48,+Inf,0.423603,0.054688,0.478291,11169,6547,18491,18491,0
airport49,+Inf,0.559184,0.036749,0.595933,9853,5977,15706,15706,0
airport2,1.210526,0.457610,0.089902,0.547512,7955,4871,12515,12515,1
airport52,+Inf,0.490400,0.035531,0.525931,9029,5495,14169,14169,0
airport4,+Inf,0.486484,0.028305,0.514789,6961,4406,10828,10828,0
airport10,+Inf,0.994152,0.053775,1.047927,13763,8246,21978,21978,1
airport29,+Inf,0.678280,0.053652,0.731932,13367,7795,21653,21653,1
airport30,+Inf,0.403273,0.034093,0.437366,7839,4833,12358,12358,1
airport58,+Inf,0.373575,0.040388,0.413963,7005,4379,10970,10970,0
airport51,1.526316,0.797546,0.185041,0.982587,12567,7484,19880,19880,0
airport54,+Inf,0.741818,0.054365,0.796183,11949,7168,19102,19102,0
airport55,+Inf,0.688466,0.053458,0.741924,10915,6538,17147,17147,0
