instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed,reduceTini
airport24,+Inf,0.775397,0.075694,0.851091,89821,7883,30719,30719,0
airport21,0.631579,0.505916,0.193548,0.699464,47691,5202,19408,19408,0
airport0,+Inf,1.343205,0.112310,1.455515,89386,7382,27797,27797,0
airport15,1.210526,0.352991,0.162789,0.515780,39524,4744,18223,18223,0
airport12,+Inf,1.652105,0.154034,1.806139,129518,9763,37912,37912,0
airport18,+Inf,0.637876,0.071426,0.709302,64135,5447,19387,19387,0
airport19,+Inf,0.873566,0.095149,0.968715,65140,6469,24770,24770,0
airport25,+Inf,0.442392,0.033168,0.475560,37239,3592,11925,11925,0
airport1,2.728319,0.861064,0.440782,1.301846,92161,6992,25674,25674,0
airport20,+Inf,0.633561,0.071814,0.705375,50621,4695,16058,16058,0
airport16,1.049786,0.830677,0.394288,1.224965,79368,6457,23465,23465,0
airport13,+Inf,0.922151,0.079901,1.002052,69743,6147,22632,22632,0
airport11,+Inf,1.265907,0.115775,1.381682,88734,7225,27249,27249,0
airport27,+Inf,0.787470,0.070972,0.858442,71850,6121,22639,22639,0
airport28,+Inf,0.647886,0.070620,0.718506,44716,4335,15337,15337,0
airport14,+Inf,0.697472,0.081023,0.778495,55757,6165,24273,24273,0
airport10,+Inf,1.388364,0.134830,1.523194,112821,8216,30521,30521,0
airport24,+Inf,1.448287,0.110491,1.558778,89853,7915,30767,30767,1
airport0,+Inf,1.059645,0.101661,1.161306,89422,7418,27851,27851,1
airport17,1.210526,1.597566,0.865057,2.462623,92765,7145,26107,26107,0
airport15,0.894737,0.690314,0.209698,0.900012,39550,4770,18262,18262,1
airport21,0.842105,0.686309,0.245389,0.931698,47717,5228,19447,19447,1
airport18,+Inf,0.988938,0.083851,1.072789,64171,5483,19441,19441,1
airport12,+Inf,1.906034,0.133063,2.039097,129550,9795,37960,37960,1
airport33,+Inf,1.083593,0.105801,1.189394,88337,7381,27780,27780,0
airport24,+Inf,1.193446,0.108065,1.301511,89883,7945,30812,30812,2
airport19,+Inf,0.763161,0.077057,0.840218,65170,6499,24815,24815,1
airport30,+Inf,0.580891,0.076246,0.657137,50582,4801,17092,17092,0
airport1,2.359898,1.023036,0.554700,1.577736,92191,7022,25719,25719,1
airport38,+Inf,0.547898,0.045905,0.593803,43074,3875,13011,13011,0
airport40,+Inf,0.529945,0.056186,0.586131,49202,4512,15833,15833,0
airport13,+Inf,0.871382,0.094612,0.965994,69769,6173,22671,22671,1
airport29,+Inf,1.309788,0.112928,1.422716,84551,7767,30897,30897,0
airport0,+Inf,1.400155,0.120351,1.520506,89458,7454,27905,27905,2
airport25,+Inf,0.416148,0.057987,0.474135,37263,3616,11961,11961,1
airport11,+Inf,1.157446,0.089038,1.246484,88758,7249,27285,27285,1
airport16,1.207680,0.890965,0.454853,1.345818,79398,6487,23510,23510,1
airport20,+Inf,0.599979,0.067555,0.667534,50643,4717,16091,16091,1
airport18,+Inf,0.988600,0.082060,1.070660,64207,5519,19495,19495,2
airport21,0.631579,0.597582,0.262807,0.860389,47743,5254,19486,19486,2
airport15,1.024878,0.534247,0.203349,0.737596,39582,4802,18310,18310,2
airport2,1.157895,0.745366,0.250408,0.995774,54106,4837,17436,17436,0
airport27,+Inf,0.778282,0.075970,0.854252,71880,6151,22684,22684,1
airport31,+Inf,0.942332,0.082193,1.024525,77541,6653,24769,24769,0
airport32,0.947368,0.592237,0.233745,0.825982,56789,5076,18181,18181,0
airport12,+Inf,1.520110,0.126153,1.646263,129582,9827,38008,38008,2
airport39,+Inf,1.079405,0.092068,1.171473,101411,8316,31870,31870,0
airport16,1.365575,0.858723,0.381247,1.239970,79432,6521,23561,23561,2
airport13,+Inf,0.925675,0.076855,1.002530,69801,6205,22719,22719,2
airport19,+Inf,0.811080,0.084564,0.895644,65200,6529,24860,24860,2
airport1,2.465161,0.993731,0.530585,1.524316,92225,7056,25770,25770,2
airport28,+Inf,0.597255,0.041106,0.638361,44750,4369,15388,15388,1
airport11,+Inf,0.945405,0.094985,1.040390,88784,7275,27324,27324,2
airport14,+Inf,0.792357,0.082943,0.875300,55785,6193,24315,24315,1
airport20,+Inf,0.852218,0.073621,0.925839,50669,4743,16130,16130,2
airport35,+Inf,1.135933,0.101287,1.237220,99213,8572,33320,33320,0
airport36,+Inf,1.075298,0.131792,1.207090,98559,8138,30495,30495,0
airport34,+Inf,0.613750,0.083500,0.697250,49707,5589,21758,21758,0
airport17,0.894737,1.073878,0.610072,1.683950,92793,7173,26149,26149,1
airport27,+Inf,0.818577,0.084035,0.902612,71912,6183,22732,22732,2
airport43,+Inf,0.484674,0.059403,0.544077,41299,4221,15425,15425,0
airport28,+Inf,0.701834,0.058361,0.760195,44788,4407,15445,15445,2
airport10,+Inf,1.328653,0.120076,1.448729,112851,8246,30566,30566,1
airport17,1.000000,1.072548,0.809212,1.881760,92823,7203,26194,26194,2
airport25,+Inf,0.520700,0.045789,0.566489,37289,3642,12000,12000,2
airport14,+Inf,0.825903,0.094198,0.920101,55815,6223,24360,24360,2
airport48,+Inf,0.915966,0.108303,1.024269,53393,6547,26535,26535,0
airport33,+Inf,0.920417,0.084400,1.004817,88367,7411,27825,27825,1
airport30,+Inf,0.575858,0.062525,0.638383,50614,4833,17140,17140,1
airport45,+Inf,0.780008,0.071136,0.851144,68265,5708,20489,20489,0
airport10,+Inf,1.586650,0.109663,1.696313,112881,8276,30611,30611,2
airport38,+Inf,0.447244,0.046598,0.493842,43100,3901,13050,13050,1
airport40,+Inf,0.461838,0.047062,0.508900,49232,4542,15878,15878,1
airport44,1.105263,0.890500,0.366194,1.256694,80422,6014,21557,21557,0
airport52,+Inf,0.707083,0.072480,0.779563,67254,5495,19695,19695,0
airport29,+Inf,1.221354,0.105103,1.326457,84579,7795,30939,30939,1
airport47,+Inf,0.673274,0.060375,0.733649,41873,4289,15051,15051,0
airport3,0.631579,1.160588,1.213417,2.374005,102293,7873,29352,29352,0
airport37,1.157895,1.085313,0.404361,1.489674,97103,7076,25584,25584,0
airport54,+Inf,1.181644,0.080426,1.262070,86182,7168,26630,26630,0
airport31,+Inf,1.283218,0.106357,1.389575,77565,6677,24805,24805,1
airport2,1.210526,0.656295,0.211473,0.867768,54140,4871,17487,17487,1
airport29,+Inf,0.898934,0.107474,1.006408,84609,7825,30984,30984,2
airport39,+Inf,1.056219,0.094717,1.150936,101453,8358,31933,31933,1
airport38,+Inf,0.546379,0.049499,0.595878,43130,3931,13095,13095,2
airport30,+Inf,0.633359,0.062786,0.696145,50650,4869,17194,17194,2
airport40,+Inf,0.519524,0.056531,0.576055,49262,4572,15923,15923,2
airport4,+Inf,0.548762,0.067922,0.616684,47799,4406,14876,14876,0
airport32,0.656640,0.820261,0.264652,1.084913,56817,5104,18223,18223,1
airport58,+Inf,0.743050,0.051325,0.794375,46723,4379,15180,15180,0
airport35,+Inf,1.112862,0.102561,1.215423,99245,8604,33368,33368,1
airport50,2.092732,0.659647,0.355162,1.014809,60387,5392,19352,19352,0
airport33,+Inf,0.942528,0.067922,1.010450,88399,7443,27873,27873,2
airport36,+Inf,1.206345,0.125135,1.331480,98585,8164,30534,30534,1
airport34,+Inf,0.603094,0.080607,0.683701,49735,5617,21800,21800,1
airport31,+Inf,0.911395,0.087465,0.998860,77593,6705,24847,24847,2
airport2,1.263158,0.614671,0.280440,0.895111,54178,4909,17544,17544,2
airport39,+Inf,1.389261,0.130223,1.519484,101495,8400,31996,31996,2
airport43,+Inf,0.436480,0.051815,0.488295,41327,4249,15467,15467,1
airport49,+Inf,0.922064,0.100844,1.022908,72048,5977,21974,21974,0
airport32,0.842105,0.569950,0.267225,0.837175,56845,5132,18265,18265,2
airport59,2.413995,0.504781,0.311177,0.815958,47223,4159,14254,14254,0
airport36,+Inf,1.170667,0.138401,1.309068,98611,8190,30573,30573,2
airport48,+Inf,0.719089,0.101097,0.820186,53421,6575,26577,26577,1
airport34,+Inf,0.644354,0.084133,0.728487,49765,5647,21845,21845,2
airport35,+Inf,1.473981,0.125208,1.599189,99277,8636,33416,33416,2
airport55,+Inf,1.028287,0.090312,1.118599,88915,6538,23631,23631,0
airport60,+Inf,0.862567,0.108266,0.970833,58840,6207,23884,23884,0
airport45,+Inf,0.799528,0.071858,0.871386,68291,5734,20528,20528,1
airport51,1.526316,1.200974,0.577548,1.778522,102510,7484,27782,27782,0
airport44,0.789474,0.920050,0.400114,1.320164,80450,6042,21599,21599,1
airport43,+Inf,0.573345,0.060515,0.633860,41357,4279,15512,15512,2
airport56,+Inf,0.652306,0.055978,0.708284,58811,4824,16793,16793,0
airport53,+Inf,1.216660,0.093277,1.309937,97629,7971,30385,30385,0
airport45,+Inf,0.991418,0.073741,1.065159,68323,5766,20576,20576,2
airport37,1.607547,1.244168,0.553142,1.797310,97135,7108,25632,25632,1
airport3,0.421053,1.612882,0.787655,2.400537,102323,7903,29397,29397,1
airport52,+Inf,0.739182,0.072895,0.812077,67280,5521,19734,19734,1
airport48,+Inf,0.884292,0.094937,0.979229,53451,6605,26622,26622,2
airport64,1.349042,0.746530,0.387000,1.133530,45453,4865,18035,18035,0
airport61,+Inf,0.890257,0.054193,0.944450,63982,5701,21203,21203,0
airport47,+Inf,0.622177,0.067836,0.690013,41901,4317,15093,15093,1
airport62,+Inf,0.926620,0.087937,1.014557,87779,7383,28161,28161,0
airport4,+Inf,0.814667,0.071261,0.885928,47821,4428,14909,14909,1
airport54,+Inf,1.274591,0.058880,1.333471,86210,7196,26672,26672,1
airport58,+Inf,0.531689,0.070492,0.602181,46751,4407,15222,15222,1
airport3,0.210526,1.132257,0.528403,1.660660,102353,7933,29442,29442,2
airport37,1.631579,1.418877,0.622076,2.040953,97167,7140,25680,25680,2
airport50,1.776942,0.684665,0.358794,1.043459,60417,5422,19397,19397,1
airport57,1.473684,1.238621,0.322401,1.561022,71946,5894,21318,21318,0
airport63,2.094756,0.946851,0.585037,1.531888,84169,6404,23111,23111,0
airport5,2.189025,1.102742,0.583003,1.685745,68123,5861,21535,21535,0
airport52,+Inf,0.743011,0.053825,0.796836,67308,5549,19776,19776,2
airport44,0.894737,1.309305,0.405885,1.715190,80480,6072,21644,21644,2
airport47,+Inf,0.696318,0.057286,0.753604,41929,4345,15135,15135,2
