instance,result,elapsedTime,totalSolveTime,totalTime,nvars,snvars,ncons,sncons,reduceTini
airport21,0.631579,0.396257,0.331290,0.727547,47691,5202,19408,19408,0
airport18,+Inf,0.970104,0.044302,1.014406,61743,6497,23353,23353,0
airport25,+Inf,0.296502,0.046846,0.343348,35695,4684,15775,15775,0
airport27,+Inf,0.602059,0.047187,0.649246,71850,6121,22639,22639,0
airport28,+Inf,0.654698,0.041769,0.696467,44716,4335,15337,15337,0
airport14,+Inf,0.520494,0.112214,0.632708,53945,7415,29295,29295,0
airport10,+Inf,0.991230,0.075409,1.066639,109429,9412,35642,35642,0
airport17,1.210526,0.771150,1.371807,2.142957,90025,8521,32053,32053,0
airport21,0.842105,0.581989,0.264085,0.846074,47717,5228,19447,19447,1
airport18,+Inf,1.031463,0.054685,1.086148,61779,6533,23405,23405,1
airport18,+Inf,0.755206,0.078648,0.833854,61815,6569,23457,23457,2
airport21,0.631579,0.534367,0.271528,0.805895,47743,5254,19486,19486,2
airport27,+Inf,1.145989,0.101616,1.247605,71880,6151,22684,22684,1
airport25,+Inf,0.420957,0.072650,0.493607,35719,4708,15809,15809,1
airport2,1.157895,0.657441,0.270388,0.927829,54106,4837,17436,17436,0
airport32,0.947368,0.643421,0.256871,0.900292,56789,5076,18181,18181,0
airport14,+Inf,0.985111,0.118548,1.103659,53973,7443,29337,29337,1
airport36,+Inf,1.471605,0.641244,2.112849,95780,9555,36791,36791,0
airport17,0.894737,1.430296,1.934140,3.364436,90053,8549,32093,32093,1
airport10,+Inf,1.637152,0.145759,1.782911,109459,9442,35685,35685,1
airport28,+Inf,0.755867,0.059786,0.815653,44750,4369,15388,15388,1
airport27,+Inf,1.100249,0.079373,1.179622,71912,6183,22732,22732,2
airport28,+Inf,0.686642,0.057380,0.744022,44788,4407,15445,15445,2
airport17,1.000000,1.289589,1.172767,2.462356,90083,8579,32136,32136,2
airport34,+Inf,0.828465,0.070490,0.898955,49707,5589,21758,21758,0
airport10,+Inf,1.509624,0.115276,1.624900,109489,9472,35728,35728,2
airport25,+Inf,0.365703,0.068491,0.434194,35745,4734,15846,15846,2
airport14,+Inf,0.656424,0.116321,0.772745,54003,7473,29382,29382,2
airport43,+Inf,0.552252,0.095493,0.647745,38789,6570,23843,23843,0
airport37,1.157895,1.182543,0.777492,1.960035,94152,8382,31165,31165,0
airport3,0.631579,1.112556,1.232687,2.345243,102293,7873,29352,29352,0
airport45,+Inf,1.106578,0.429283,1.535861,65781,6791,24635,24635,0
airport44,1.105263,0.850016,0.411712,1.261728,80422,6014,21557,21557,0
airport50,2.092732,0.634596,0.718180,1.352776,58365,6623,24269,24269,0
airport36,+Inf,1.104801,0.719010,1.823811,95806,9581,36828,36828,1
airport2,1.210526,0.799012,0.188894,0.987906,54140,4871,17487,17487,1
airport32,0.656640,0.586226,0.285340,0.871566,56817,5104,18223,18223,1
airport34,+Inf,0.601246,0.076773,0.678019,49735,5617,21800,21800,1
airport2,1.263158,0.599923,0.220445,0.820368,54178,4909,17544,17544,2
airport49,+Inf,0.978514,0.231013,1.209527,67086,8182,29812,29812,0
airport36,+Inf,1.160948,0.593915,1.754863,95832,9607,36865,36865,2
airport59,2.413995,0.504667,0.465449,0.970116,45219,5128,17646,17646,0
airport32,0.842105,0.674623,0.312385,0.987008,56845,5132,18265,18265,2
airport51,1.526316,1.544013,0.487368,2.031381,102510,7484,27782,27782,0
airport60,+Inf,0.659070,0.117174,0.776244,56845,7499,29104,29104,0
airport43,+Inf,0.424043,0.095990,0.520033,38817,6598,23881,23881,1
airport34,+Inf,0.618360,0.057121,0.675481,49765,5647,21845,21845,2
airport37,1.607547,1.085549,0.858371,1.943920,94184,8414,31209,31209,1
airport55,+Inf,1.200589,0.085115,1.285704,88915,6538,23631,23631,0
airport3,0.421053,1.135070,0.645470,1.780540,102323,7903,29397,29397,1
airport53,+Inf,1.448999,0.087475,1.536474,97629,7971,30385,30385,0
airport45,+Inf,0.788371,0.377338,1.165709,65807,6817,24672,24672,1
airport44,0.789474,1.005215,0.363702,1.368917,80450,6042,21599,21599,1
airport56,+Inf,0.609509,0.059469,0.668978,56721,5980,21282,21282,0
airport45,+Inf,0.751391,0.326426,1.077817,65839,6849,24718,24718,2
airport37,1.631579,0.985368,0.964284,1.949652,94216,8446,31255,31255,2
